idcode,age,race,married,collgrad,south,industry,occupation,union,wage,hours,nevermarried,yrschool,metro,ccity,currexp,prevexp,everworked,uniondues,marriedyrs,unempins,numkids,kidage1,kidage2,kidage3,grade,grade4,wage2,fwt,networth
3952,36,1,0,0,0,6,2,0,10.66828,40,0,12,1,0,4,10,1,0,0,0,0,,,,12,2,10.67,8,3668.277
3946,24,1,1,0,0,4,3,0,6.739127,40,0,10,1,0,0,0,0,0,1,0,2,13,9,,10,1,6.74,2,-260.8733
3945,37,1,1,0,0,4,3,1,6.843801,20,0,12,1,0,10,3,1,10,6,145,1,12,,,12,2,6.84,0,-156.1995
3941,43,2,0,0,0,6,8,0,7.447664,40,1,11,1,1,7,1,1,0,0,0,2,7,3,,11,1,7.45,3,447.6642
3937,44,1,1,0,1,5,8,1,21.38486,20,0,12,1,1,0,0,0,17,7,245,2,9,6,,12,2,21.38,1,14384.86
3935,35,1,1,0,0,11,2,0,11.01449,45,0,12,1,0,7,2,1,0,1,0,2,8,1,,12,2,11.01,9,4014.487
3934,38,1,1,0,0,4,1,0,10.17713,40,0,15,1,0,14,2,1,0,9,1,1,15,,,15,3,10.18,8,3177.135
3933,39,1,1,0,0,6,4,1,9.29146,25,0,12,1,0,4,4,1,18,0,2,3,5,0,0,12,2,9.29,8,2291.46
3930,38,1,0,0,0,4,3,,8.361203,40,0,12,1,0,3,15,1,19,0,0,1,12,,,12,2,8.36,4,1361.203
3929,30,1,1,1,0,11,3,0,6.884055,45,0,14,1,0,15,0,1,0,11,0,2,19,13,,14,3,6.88,3,-115.9453
3923,28,1,0,0,0,7,3,0,5.861513,40,0,12,1,0,4,2,1,0,0,0,1,12,,,12,2,5.86,6,-1138.487
3922,35,1,0,1,0,5,5,1,11.6103,40,1,17,1,1,11,3,1,4,0,0,3,8,5,2,17,4,11.61,1,4610.305
3919,33,1,1,0,0,11,2,0,11.53784,40,0,14,1,0,7,7,1,0,3,0,1,8,,,14,3,11.54,9,4537.839
3918,38,1,1,1,0,11,2,0,10.32206,42,0,16,1,0,2,7,1,0,11,0,2,10,5,,16,4,10.32,0,3322.06
3915,33,1,0,0,0,4,5,,5.813202,50,0,12,1,1,1,10,1,28,0,0,1,8,,,12,2,5.81,0,-1186.798
3911,43,1,0,0,0,11,8,0,5.426729,48,0,11,1,1,2,10,1,0,0,0,3,16,9,2,11,1,5.43,7,-1573.271
3910,42,1,1,0,0,11,3,,5.016723,36,0,12,1,0,13,1,1,15,4,0,1,20,,,12,2,5.02,7,-1983.277
3905,36,1,1,0,0,4,11,0,4.339774,60,0,14,1,1,2,8,1,10,8,0,3,3,1,0,14,3,4.34,6,-2660.226
3903,33,1,1,0,0,5,3,1,10.06441,40,0,12,1,1,12,0,1,19,4,0,0,,,,12,2,10.06,6,3064.413
3900,36,1,1,1,0,11,13,0,3.4219,40,0,16,0,0,1,3,1,0,11,0,0,,,,16,4,3.42,6,-3578.1
3899,45,1,0,0,0,7,3,0,7.689208,38,0,12,1,1,2,8,1,0,0,0,2,17,12,,12,2,7.69,0,689.208
3893,38,1,0,1,1,11,2,0,15.48309,50,0,18,1,0,10,5,1,0,0,0,3,14,10,7,18,4,15.48,9,8483.091
3891,29,1,0,1,0,4,3,0,10.66828,40,0,18,1,0,2,7,1,0,0,0,1,9,,,18,4,10.67,8,3668.277
3886,38,1,0,0,0,11,1,1,7.439612,40,0,13,0,0,4,9,1,22,0,0,3,15,11,7,13,3,7.44,4,439.6124
3882,32,1,1,0,0,11,3,0,9.001606,33,0,14,0,0,8,2,1,0,10,0,3,12,10,7,14,3,9,0,2001.606
3881,23,1,0,0,0,6,2,0,4.227053,40,0,12,1,0,1,4,1,0,0,0,2,14,8,,12,2,4.23,4,-2772.947
3880,39,1,0,0,0,11,1,,4.648688,40,0,14,1,0,2,10,1,23,0,0,1,8,,,14,3,4.65,1,-2351.312
3878,43,3,1,1,0,12,1,1,9.758451,40,0,16,1,0,10,8,1,2,2,0,2,9,5,,16,4,9.76,1,2758.45
3876,38,3,1,0,0,11,8,0,3.220612,15,0,12,1,0,8,0,1,0,8,272,0,,,,12,2,3.22,6,-3779.388
3873,35,3,1,1,0,11,1,0,25.80515,60,0,18,1,1,7,7,1,0,7,0,3,3,3,3,18,4,25.81,2,18805.14
3865,43,3,1,0,0,12,3,1,7.761675,40,0,13,1,0,21,0,1,19,10,0,3,14,9,7,13,3,7.76,3,761.6749
3864,25,3,1,1,0,4,1,0,9.597424,50,0,16,1,0,5,4,1,0,10,0,1,15,,,16,4,9.6,9,2597.424
3863,28,3,0,1,0,12,3,0,12.77777,40,1,17,1,0,1,9,1,0,0,0,1,6,,,17,4,12.78,3,5777.775
3861,38,3,0,1,0,7,1,,4.827484,40,1,16,1,1,1,12,1,24,0,0,1,12,,,16,4,4.83,6,-2172.516
3858,27,3,1,0,0,4,2,0,10.32206,45,0,14,1,0,1,10,1,0,11,0,2,18,14,,14,3,10.32,1,3322.06
3856,35,3,0,0,0,11,1,0,7.439612,50,1,15,1,1,5,8,1,0,0,0,0,,,,15,3,7.44,6,439.6124
3852,37,1,1,0,0,10,3,0,9.758451,40,0,12,1,0,0,8,1,0,5,0,1,5,,,12,2,9.76,6,2758.45
3850,38,1,1,0,0,7,3,0,8.832524,40,0,12,1,0,14,1,1,0,7,0,1,16,,,12,2,8.83,1,1832.524
3848,36,1,1,0,0,4,3,0,6.964568,40,0,11,1,0,6,5,1,26,10,0,1,10,,,11,1,6.96,2,-35.43186
3845,41,1,1,0,1,6,2,0,4.025765,40,0,10,0,0,4,2,1,0,10,0,3,4,1,1,10,1,4.03,7,-2974.235
3844,37,1,1,0,0,,,1,3.172302,16,0,11,1,0,0,4,1,20,1,264,0,,,,11,1,3.17,7,-3827.698
3836,41,1,1,0,0,11,6,0,5.177131,20,0,12,0,0,12,2,1,0,5,269,1,12,,,12,2,5.18,8,-1822.869
3832,32,1,1,0,0,8,3,0,3.220612,15,0,12,1,0,2,7,1,0,3,133,1,11,,,12,2,3.22,3,-3779.388
3828,35,1,0,0,0,6,2,,32.15846,50,0,14,1,0,4,8,1,19,0,0,1,13,,,14,3,32.16,3,25158.46
3823,42,1,1,1,0,11,13,0,17.02898,50,0,18,1,0,9,0,1,0,10,0,1,9,,,18,4,17.03,3,10028.98
3822,39,1,1,1,0,11,13,1,9.581316,11,0,16,1,0,1,5,1,16,5,276,3,8,4,3,16,4,9.58,4,2581.316
3821,29,1,1,0,0,11,3,0,5.225752,40,0,12,1,0,1,5,1,0,5,0,3,7,5,5,12,2,5.23,7,-1774.248
3820,33,1,0,0,0,7,3,,4.648688,40,0,10,1,0,13,0,1,0,0,0,1,12,,,10,1,4.65,5,-2351.312
3816,34,3,1,0,0,7,2,0,11.61835,40,0,13,1,0,0,16,1,0,2,0,3,10,7,6,13,3,11.62,8,4618.352
3815,37,3,1,0,0,5,3,1,12.68116,40,0,12,1,0,17,0,1,1,2,0,3,6,6,1,12,2,12.68,6,5681.161
3814,30,1,1,0,0,8,3,,3.623188,40,0,12,1,0,1,3,1,27,11,0,1,3,,,12,2,3.62,2,-3376.812
3813,31,1,0,0,0,4,2,0,4.830918,40,0,12,1,0,1,6,1,0,0,0,1,13,,,12,2,4.83,2,-2169.082
3812,38,1,1,0,0,11,3,0,5.259195,40,0,12,1,1,5,9,1,0,0,0,0,,,,12,2,5.26,5,-1740.805
3811,38,1,1,0,0,12,3,0,8.856684,40,0,12,1,1,17,0,1,0,6,0,3,9,7,2,12,2,8.86,8,1856.684
3807,32,1,1,0,0,6,3,0,3.140096,26,0,13,1,1,0,13,1,0,0,243,0,,,,13,3,3.14,0,-3859.904
3806,35,1,1,0,0,11,13,0,3.784217,30,0,12,1,1,5,1,1,0,11,0,1,7,,,12,2,3.78,4,-3215.783
3804,39,1,0,1,0,11,1,0,5.225441,40,0,16,1,0,1,14,1,0,0,0,0,,,,16,4,5.23,4,-1774.559
3803,41,1,1,0,1,11,1,,28.15219,55,0,14,1,0,5,11,1,27,6,0,2,7,7,,14,3,28.15,3,21152.19
3801,33,1,1,0,0,7,3,0,8.05153,40,0,12,0,0,3,12,1,0,3,0,1,11,,,12,2,8.05,6,1051.53
3799,40,1,1,0,0,11,3,1,5.233495,25,0,13,1,1,3,0,1,15,8,265,3,9,4,0,13,3,5.23,1,-1766.505
3798,35,1,1,0,0,7,3,0,5.458936,40,0,11,0,0,11,1,1,0,10,0,1,15,,,11,1,5.46,5,-1541.064
3794,37,1,1,1,0,8,1,,16.72241,20,0,16,1,1,0,9,1,25,8,203,3,13,6,0,16,4,16.72,6,9722.406
3790,43,1,0,0,0,7,4,0,8.671494,50,0,14,1,1,2,0,1,0,0,0,1,8,,,14,3,8.67,1,1671.494
3786,34,1,0,0,0,12,1,1,10,40,0,15,1,0,6,6,1,22,0,0,0,,,,15,3,10,8,1904.991
3783,37,1,1,0,0,11,3,1,8.091784,40,0,15,1,1,13,5,1,11,1,0,3,11,7,5,15,3,8.09,3,1091.784
3782,39,1,0,0,0,12,3,1,9.29146,40,1,15,1,1,0,0,0,16,0,0,3,19,13,6,15,3,9.29,6,2291.46
3780,39,2,1,0,0,11,3,0,7.938803,40,0,12,1,1,3,11,1,0,6,0,3,13,9,2,12,2,7.94,7,938.8032
3779,41,1,0,0,0,9,3,0,10.06441,55,0,14,1,0,2,14,1,0,0,0,2,12,10,,14,3,10.06,4,3064.413
3778,39,1,1,1,1,8,3,0,7.479866,35,0,16,1,0,2,0,1,0,9,0,0,,,,16,4,7.48,7,479.866
3774,37,1,1,0,0,6,6,1,12.85829,40,0,12,1,0,11,2,1,10,5,0,0,,,,12,2,12.86,6,5858.29
3773,44,1,1,1,0,11,1,0,10,40,0,18,1,1,2,13,1,0,11,0,0,,,,18,4,10,8,1904.991
3770,45,1,1,0,0,1,10,,4.180602,40,0,8,1,0,1,9,1,28,6,0,1,13,,,5,1,4.18,5,-2819.398
3766,41,1,1,1,0,11,13,1,14.32367,40,0,17,1,1,5,9,1,2,1,0,0,,,,17,4,14.32,8,7323.667
3763,37,1,1,1,0,11,13,1,6.964568,60,0,18,1,0,2,11,1,0,2,0,1,10,,,18,4,6.96,4,-35.43186
3760,38,1,1,0,0,11,13,0,4.516906,35,0,13,1,0,1,5,1,0,11,0,3,5,2,0,13,3,4.52,2,-2483.094
3758,37,1,0,1,0,11,1,0,14.91142,27,1,18,1,1,10,0,1,0,0,169,0,,,,18,4,14.91,2,7911.425
3757,25,1,0,0,0,12,3,1,10.46699,35,1,12,1,0,4,2,1,11,0,0,2,11,9,,12,2,10.47,1,3466.988
3753,41,1,1,0,0,12,1,0,9.057972,40,0,15,1,0,3,16,1,0,10,0,1,10,,,15,3,9.06,1,2057.972
3752,33,1,1,1,0,12,1,0,12.28663,40,0,16,1,0,2,9,1,0,0,0,0,,,,16,4,12.29,9,5286.631
3751,38,1,0,1,0,12,1,1,7.568433,40,1,17,0,0,9,8,1,12,0,0,1,11,,,17,4,7.57,4,568.4333
3748,39,1,1,0,0,11,1,1,5.837359,40,0,11,1,0,1,9,1,9,6,0,3,5,4,1,11,1,5.84,7,-1162.641
3746,27,1,1,0,0,12,3,1,8.220612,40,0,12,1,1,1,8,1,17,3,0,0,,,,12,2,8.22,2,1220.612
3745,33,1,1,0,0,6,3,0,6.723027,33,0,12,1,0,9,1,1,0,7,0,0,,,,12,2,6.72,0,-276.9732
3744,37,1,0,1,0,8,1,,11.70569,40,1,18,1,0,1,14,1,16,0,0,0,,,,18,4,11.71,4,4705.686
3739,43,1,1,0,1,7,3,0,4.669887,42,0,12,0,0,6,7,1,0,11,0,3,6,6,1,12,2,4.67,7,-2330.114
3737,44,1,1,0,0,5,1,1,12.0773,40,0,13,1,0,26,0,1,0,9,0,3,10,7,5,13,3,12.08,2,5077.295
3735,45,1,1,0,1,8,1,1,9.462362,45,0,11,0,0,5,9,1,15,5,0,2,4,4,,11,1,9.46,9,2462.362
3734,33,1,1,0,0,5,8,0,18.58292,25,0,12,1,0,14,0,1,0,11,201,2,14,7,,12,2,18.58,7,11582.92
3733,35,1,1,0,0,12,3,0,8.518515,40,0,12,1,0,8,0,1,0,9,0,2,5,1,,12,2,8.52,8,1518.515
3732,36,1,0,0,0,4,5,0,7.979064,40,1,13,1,1,7,11,1,0,0,0,0,,,,13,3,7.98,7,979.064
3731,39,1,0,0,0,12,1,1,14.71014,40,1,12,1,1,22,0,1,9,0,0,1,8,,,12,2,14.71,8,7710.137
3728,35,1,1,0,0,12,1,1,9.114332,40,0,15,1,0,11,6,1,27,7,0,1,7,,,15,3,9.11,3,2114.332
3726,33,1,0,0,0,5,3,1,8.856684,40,0,14,1,1,2,9,1,28,0,0,0,,,,14,3,8.86,3,1856.684
3724,39,1,1,0,0,6,3,0,6.76328,40,0,14,1,0,3,15,1,0,8,0,3,9,4,2,14,3,6.76,8,-236.7201
3718,40,1,1,1,0,11,3,1,6.231882,40,0,16,0,0,7,2,1,12,4,0,3,14,10,3,16,4,6.23,3,-768.1179
3716,42,1,1,0,0,6,4,,7.215716,40,0,12,1,0,6,3,1,22,2,0,0,,,,12,2,7.22,2,215.7164
3711,42,1,1,0,0,6,2,,6.436645,30,0,12,1,1,8,0,1,17,2,206,2,10,10,,12,2,6.44,8,-563.3555
3709,44,1,1,0,0,6,1,1,13.16424,40,0,10,1,0,13,1,1,0,8,0,2,7,7,,10,1,13.16,4,6164.245
3706,26,1,0,1,0,11,13,1,7.793876,62,0,18,1,1,0,0,0,11,0,0,1,6,,,18,4,7.79,7,793.8762
3705,44,1,1,0,0,11,3,,4.827484,40,0,13,1,0,11,7,1,2,0,0,0,,,,13,3,4.83,4,-2172.516
3704,28,2,1,1,0,12,3,1,8.365539,40,0,16,1,1,6,7,1,18,1,0,3,19,13,6,16,4,8.37,7,1365.539
3702,43,1,1,0,0,11,1,0,13.26923,40,0,15,0,0,0,20,1,0,4,0,0,,,,15,3,13.27,9,6269.226
3701,39,1,0,0,0,4,2,0,11.26409,55,0,15,1,0,7,3,1,0,0,0,3,10,8,4,15,3,11.26,0,4264.089
3699,35,1,0,1,0,5,3,,9.197324,40,0,18,1,0,0,15,1,9,0,0,0,,,,18,4,9.2,4,2197.324
3695,32,1,0,0,0,5,5,0,5.636071,45,0,12,1,0,5,3,1,0,0,0,0,,,,12,2,5.64,8,-1363.929
3692,27,1,1,0,0,11,8,,2.926421,10,0,13,1,0,0,0,0,26,9,140,0,,,,13,3,2.93,8,-4073.579
3691,25,1,1,0,0,6,6,0,2.616747,40,0,8,1,0,0,5,1,0,10,0,1,3,,,4,1,2.62,9,-4383.253
3689,36,1,0,0,0,6,8,0,6.441224,24,0,12,1,0,4,4,1,0,0,0,1,4,,,12,2,6.44,0,-558.7759
3688,43,1,1,0,0,5,3,0,17.66505,40,0,14,1,0,1,17,1,0,1,0,0,,,,14,3,17.67,9,10665.05
3681,24,2,0,0,0,8,3,0,11.6103,40,1,13,1,1,9,0,1,0,0,0,1,7,,,13,3,11.61,9,4610.305
3678,39,1,1,0,0,12,3,0,13.56813,40,0,14,0,0,0,12,1,0,8,0,0,,,,14,3,13.57,8,6568.13
3675,41,1,0,0,0,6,1,0,8.454107,40,0,13,1,0,0,5,1,0,0,0,0,,,,13,3,8.45,9,1454.107
3674,28,1,1,1,0,11,1,0,11.15941,20,0,18,1,0,1,12,1,0,5,8,3,15,12,6,18,4,11.16,2,4159.414
3672,31,1,0,0,0,6,3,1,6.199676,28,0,12,1,0,1,3,1,24,0,252,3,12,9,6,12,2,6.2,1,-800.3245
3670,33,1,0,0,1,6,8,,5.145711,20,0,13,1,0,0,12,1,19,0,148,1,14,,,13,3,5.15,8,-1854.289
3669,45,1,1,1,0,4,4,0,3.011272,36,0,16,0,0,2,4,1,0,0,0,3,14,11,7,16,4,3.01,4,-3988.728
3667,33,1,1,0,0,6,3,0,8.454107,25,0,15,1,1,14,0,1,0,5,242,3,12,10,3,15,3,8.45,7,1454.107
3666,44,1,0,0,0,12,1,1,10.22544,40,0,14,0,0,19,1,1,8,0,0,0,,,,14,3,10.23,2,3225.44
3665,39,1,0,0,0,4,6,1,11.65056,50,0,12,1,0,5,9,1,1,0,0,1,11,,,12,2,11.65,3,4650.56
3664,33,1,1,0,0,7,2,0,8.663441,40,0,12,1,0,1,13,1,0,9,0,3,12,6,5,12,2,8.66,3,1663.441
3661,29,1,1,0,0,5,3,1,10.93397,38,0,12,1,0,13,0,1,20,8,0,2,7,7,,12,2,10.93,7,3933.973
3660,40,1,1,0,0,6,3,,4.724079,15,0,12,1,0,5,3,1,8,3,178,3,15,10,5,12,2,4.72,1,-2275.921
3659,30,1,0,0,0,8,3,,7.525084,40,0,13,1,0,0,10,1,8,0,0,3,12,7,4,13,3,7.53,5,525.0836
3658,35,1,1,0,0,11,8,0,5.579708,40,0,12,1,0,4,10,1,0,1,0,1,10,,,12,2,5.58,2,-1420.292
3651,38,2,1,0,0,12,3,1,12.0773,40,0,13,1,1,19,0,1,6,6,0,1,16,,,13,3,12.08,3,5077.295
3648,36,1,1,0,0,8,3,,40.19808,40,0,11,1,0,1,4,1,17,0,0,2,11,9,,11,1,40.2,8,33198.08
3643,29,1,1,0,1,11,3,0,5.152977,40,0,12,1,0,2,3,1,0,9,0,0,,,,12,2,5.15,4,-1847.023
3642,40,1,1,1,1,6,6,,3.344482,29,0,17,0,0,1,12,1,16,10,281,2,12,8,,17,4,3.34,7,-3655.518
3641,39,1,0,0,0,12,3,0,7.278577,40,0,12,1,0,1,11,1,0,0,0,0,,,,12,2,7.28,1,278.5773
3640,36,1,1,0,0,11,3,1,4.339774,15,0,13,0,0,1,9,1,10,9,108,0,,,,13,3,4.34,3,-2660.226
3637,40,1,1,0,0,11,2,,3.220612,25,0,12,1,1,0,0,0,21,0,150,0,,,,12,2,3.22,2,-3779.388
3636,36,1,0,0,0,6,6,0,2.632849,15,0,12,1,0,3,1,1,0,0,277,2,13,10,,12,2,2.63,4,-4367.151
3634,23,2,1,0,1,4,6,0,3.703702,40,0,9,0,0,1,7,1,0,7,0,3,4,1,1,9,1,3.7,0,-3296.298
3631,41,1,1,1,0,11,1,0,17.20612,45,0,16,1,0,19,0,1,0,7,0,0,,,,16,4,17.21,9,10206.12
3630,44,3,1,0,0,11,8,0,6.038648,40,0,12,1,0,3,17,1,0,7,0,1,13,,,12,2,6.04,8,-961.3524
3627,40,1,1,0,0,11,1,0,11.49759,24,0,15,1,0,7,5,1,0,0,170,0,,,,15,3,11.5,8,4497.585
3626,32,3,1,0,0,11,3,0,7.439612,40,0,15,1,1,2,11,1,0,6,0,1,16,,,15,3,7.44,7,439.6124
3624,43,1,1,0,0,6,4,0,8.05153,20,0,12,1,0,4,16,1,0,11,125,2,9,7,,12,2,8.05,3,1051.53
3612,35,1,1,0,0,11,3,0,3.969401,26,0,13,1,0,3,2,1,0,1,178,1,12,,,13,3,3.97,4,-3030.599
3611,38,2,1,0,0,11,3,1,7.15781,40,0,12,1,0,6,10,1,4,0,0,0,,,,12,2,7.16,1,157.8097
3604,35,1,0,0,0,7,3,1,6.288243,48,1,12,1,1,14,0,1,21,0,0,3,14,8,5,12,2,6.29,2,-711.7572
3603,37,2,0,1,0,11,3,1,9.090172,40,1,16,1,1,2,15,1,19,0,0,2,16,9,,16,4,9.09,8,2090.172
3602,31,2,0,0,1,11,3,1,7.439612,40,0,12,1,1,4,7,1,17,0,0,0,,,,12,2,7.44,6,439.6124
3595,28,2,0,0,0,5,3,1,10.91787,46,0,14,1,0,2,4,1,18,0,0,1,12,,,14,3,10.92,2,3917.872
3593,43,1,1,0,0,6,2,0,6.964568,40,0,12,1,0,1,15,1,0,4,0,2,20,13,,12,2,6.96,7,-35.43186
3590,44,1,0,0,1,4,3,0,6.038648,40,0,13,1,1,3,9,1,0,0,0,0,,,,13,3,6.04,0,-961.3524
3589,37,2,0,1,1,11,3,0,3.719806,60,1,14,1,1,0,8,1,0,0,0,0,,,,14,3,3.72,3,-3280.194
3584,42,1,1,0,0,5,3,1,8.856684,45,0,14,1,1,9,4,1,2,4,0,3,13,11,7,14,3,8.86,3,1856.684
3573,38,1,0,0,0,3,2,1,9.653782,40,0,8,0,0,5,7,1,28,0,0,2,5,5,,8,1,9.65,5,2653.782
3571,42,1,0,0,0,11,1,0,4.64573,80,1,15,1,0,2,17,1,0,0,0,2,7,2,,15,3,4.65,1,-2354.27
3570,38,1,1,0,0,7,4,0,18.59098,50,0,14,1,0,1,10,1,0,4,0,1,15,,,14,3,18.59,0,11590.98
3569,41,1,1,1,0,11,3,0,7.962963,35,0,17,1,0,1,7,1,0,10,0,2,8,3,,17,4,7.96,1,962.9631
3566,41,3,1,1,0,8,3,0,10.06441,20,0,17,1,1,1,11,1,0,4,276,2,4,4,,17,4,10.06,0,3064.413
3563,41,1,1,0,0,4,6,1,10.46699,40,0,12,1,1,3,8,1,19,10,0,2,9,7,,12,2,10.47,9,3466.988
3558,40,1,1,0,0,6,8,0,9.661837,25,0,12,1,0,3,11,1,0,6,206,2,14,10,,12,2,9.66,3,2661.837
3555,41,1,1,0,0,6,3,0,5.571657,50,0,12,1,0,3,11,1,0,4,0,2,10,3,,12,2,5.57,7,-1428.343
3553,36,1,1,1,1,11,3,0,7.165856,35,0,16,1,0,15,1,1,0,4,0,0,,,,16,4,7.17,2,165.8564
3552,38,1,1,1,0,11,1,0,15.29791,24,0,16,1,0,14,1,1,0,8,294,1,14,,,16,4,15.3,6,8297.906
3551,26,1,1,0,1,6,3,0,7.745568,10,0,12,1,0,0,9,1,0,8,1,1,9,,,12,2,7.75,7,745.5678
3549,41,1,1,1,0,11,13,1,9.186791,40,0,18,0,0,19,0,1,18,11,0,3,9,5,4,18,4,9.19,6,2186.792
3546,39,1,1,1,1,11,1,0,10.44283,43,0,18,1,0,3,14,1,0,7,0,2,14,10,,18,4,10.44,1,3442.829
3542,42,1,1,0,0,11,8,0,5.225441,40,0,11,0,0,2,20,1,0,4,0,3,7,4,1,11,1,5.23,0,-1774.559
3540,36,1,1,0,1,4,4,,3.099125,60,0,11,1,0,1,4,1,22,8,0,2,10,8,,11,1,3.1,4,-3900.875
3538,35,1,1,0,1,8,1,0,12.77777,40,0,12,1,0,9,6,1,0,3,0,3,2,2,0,12,2,12.78,6,5777.775
3536,28,1,1,0,0,11,8,1,3.904991,35,0,12,1,0,0,7,1,27,4,0,2,6,6,,12,2,3.9,1,-3095.009
3534,37,1,1,1,0,12,1,0,8.679548,12,0,16,0,0,3,9,1,0,2,27,2,3,1,,16,4,8.68,7,1679.548
3532,32,1,0,1,1,11,1,0,12.38325,40,1,16,1,1,7,5,1,0,0,0,0,,,,16,4,12.38,8,5383.25
3530,39,1,0,1,0,12,1,,3.861985,50,0,18,1,1,1,11,1,17,0,0,1,9,,,18,4,3.86,2,-3138.015
3529,39,1,1,0,1,6,5,0,4.025765,40,0,12,0,0,2,4,1,0,3,0,1,9,,,12,2,4.03,2,-2974.235
3526,35,1,1,0,1,7,3,0,6.111108,38,0,12,0,0,7,4,1,0,9,0,1,2,,,12,2,6.11,0,-888.8917
3516,34,2,0,0,1,4,5,0,13.08374,40,0,14,1,1,16,0,1,0,0,0,2,8,6,,14,3,13.08,9,6083.735
3515,44,2,0,1,0,11,13,1,15.33816,40,0,17,1,1,9,5,1,23,0,0,3,14,10,3,17,4,15.34,4,8338.155
3512,38,1,0,0,0,7,3,0,6.360707,38,1,14,1,0,3,10,1,0,0,0,3,12,5,4,14,3,6.36,7,-639.2932
3511,25,1,1,0,1,3,11,0,7.246377,30,0,10,1,0,1,2,1,0,0,83,0,,,,10,1,7.25,6,246.3775
3507,42,1,0,1,1,12,1,,40.19808,40,0,18,0,0,3,12,1,26,0,0,1,5,,,18,4,40.2,1,33198.08
3506,38,1,1,0,1,6,3,0,2.326892,40,0,11,1,1,1,4,1,0,0,0,1,12,,,11,1,2.33,9,-4673.108
3505,43,1,1,0,1,11,8,,3.344482,30,0,12,1,0,1,5,1,4,10,220,2,2,2,,12,2,3.34,0,-3655.518
3502,28,1,1,0,1,6,3,1,7.045088,40,0,10,1,1,7,3,1,15,10,0,2,8,8,,10,1,7.05,7,45.08829
3501,36,1,1,0,1,4,6,0,5.06441,40,0,8,1,1,3,25,1,0,10,0,3,13,7,2,6,1,5.06,1,-1935.59
3497,29,1,1,0,1,6,8,,2.801002,24,0,11,0,0,1,2,1,1,1,163,2,6,4,,11,1,2.8,6,-4198.998
3494,42,1,0,0,1,4,2,0,25.16103,40,0,12,0,0,8,11,1,0,0,0,1,15,,,12,2,25.16,6,18161.03
3493,35,1,1,1,1,11,13,1,8.566828,45,0,16,0,0,13,1,1,7,0,0,1,14,,,16,4,8.57,2,1566.828
3492,38,1,0,0,1,4,6,0,5.636071,40,0,9,0,0,3,8,1,0,0,0,2,9,9,,9,1,5.64,7,-1363.929
3491,26,1,1,0,1,11,2,,7.034666,40,0,13,1,0,8,2,1,15,8,0,1,9,,,13,3,7.03,0,34.66558
3490,35,1,1,0,1,8,8,0,8.05153,30,0,12,1,0,5,4,1,0,5,48,2,15,8,,12,2,8.05,8,1051.53
3487,42,1,0,1,0,11,13,0,4.202897,70,1,18,0,0,1,17,1,0,0,0,3,4,4,1,18,4,4.2,7,-2797.104
3484,28,1,1,0,1,6,8,0,8.623189,42,0,14,1,1,0,0,0,0,11,0,1,10,,,14,3,8.62,8,1623.189
3483,43,1,1,0,1,9,7,0,3.019324,25,0,12,1,0,1,9,1,0,9,255,0,,,,12,2,3.02,8,-3980.676
3479,38,2,0,0,1,4,4,0,4.025765,40,0,12,1,1,0,15,1,0,0,0,3,11,11,5,12,2,4.03,7,-2974.235
3477,34,2,0,0,1,8,3,0,5.032206,40,0,12,1,0,2,14,1,0,0,0,0,,,,12,2,5.03,7,-1967.794
3468,39,2,0,0,0,6,4,0,3.808373,32,0,9,1,1,3,1,1,0,0,0,0,,,,9,1,3.81,1,-3191.626
3466,34,2,1,0,1,4,6,0,4.307567,40,0,12,0,0,4,7,1,0,11,0,3,8,1,1,12,2,4.31,6,-2692.433
3464,43,1,1,1,1,11,1,0,3.937198,24,0,16,0,0,21,0,1,17,9,0,3,18,12,5,16,4,3.94,4,-3062.802
3463,32,2,1,0,1,4,6,0,5.080513,40,0,14,0,0,5,5,1,0,10,0,3,12,7,5,14,3,5.08,4,-1919.487
3462,34,2,0,0,1,4,6,,4.389632,40,0,12,0,0,13,1,1,23,0,0,2,18,13,,12,2,4.39,4,-2610.368
3457,39,1,1,0,1,6,2,0,3.349436,40,0,12,0,0,4,3,1,0,1,0,3,15,10,5,12,2,3.35,9,-3650.564
3456,27,2,1,0,0,11,3,1,6.814376,17,0,15,1,1,4,0,1,9,1,44,0,,,,15,3,6.81,9,-185.6241
3455,37,2,0,0,1,4,6,0,6.843801,44,1,11,0,0,7,5,1,0,0,0,2,16,13,,11,1,6.84,0,-156.1995
3450,28,1,0,1,1,12,1,0,2.093397,40,1,16,1,1,1,2,1,0,0,0,2,13,8,,16,4,2.09,6,-4906.604
3449,35,2,1,0,0,7,2,1,10.18518,38,0,11,1,1,13,1,1,3,0,0,1,8,,,11,1,10.19,2,3185.181
3448,34,2,1,1,1,11,13,0,7.745568,40,0,16,0,0,11,3,1,0,2,0,1,5,,,16,4,7.75,0,745.5678
3445,27,1,0,0,0,7,2,1,7.342991,40,0,12,1,1,2,11,1,21,0,0,3,11,5,5,12,2,7.34,3,342.9914
3443,27,2,0,0,1,4,6,0,3.623188,40,1,14,0,0,1,12,1,0,0,0,1,14,,,14,3,3.62,6,-3376.812
3442,37,2,0,0,0,11,8,0,6.352657,40,0,13,1,1,18,0,1,0,0,0,2,19,13,,13,3,6.35,2,-647.3431
3441,32,2,1,0,0,11,8,0,5.636071,40,0,12,1,1,0,0,0,0,0,0,2,7,6,,12,2,5.64,0,-1363.929
